mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
7715,OSBS_060,OSBS,woodyWetlands,distributed,mosquitoPoint,mpt|mos
19287,OSBS_061,OSBS,emergentHerbaceousWetlands,distributed,mosquitoPoint,mpt|mos
,STER_005,STER,cultivatedCrops,distributed,basePlot,bgc|brd|cdw|dhp|hbp|vst
,STER_006,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,STER_006,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_006,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_007,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_008,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_009,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_010,STER,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
,STER_011,STER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,STER_012,STER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,STER_013,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_014,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_015,STER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,STER_016,STER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,STER_017,STER,,tower,phenology,phe
,STER_018,STER,cultivatedCrops,distributed,basePlot,bgc|brd|cdw|dhp|hbp|vst
,STER_020,STER,,tower,phenology,phe
,STER_026,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,STER_026,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_026,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_027,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,STER_027,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_027,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_028,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,STER_028,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_028,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_029,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|vst
,STER_029,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_029,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_030,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_031,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|vst
,STER_031,STER,cultivatedCrops,distributed,mammalGrid,mam
,STER_032,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|vst
,STER_033,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|hbp|vst
,STER_033,STER,cultivatedCrops,distributed,tickPlot,tck
,STER_034,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|hbp|vst
,STER_035,STER,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cdw|dhp|hbp|vst
,STER_036,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_037,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_038,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_039,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_040,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_041,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_042,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_043,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,STER_044,STER,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
,CPER_001,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,CPER_002,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,CPER_003,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,CPER_004,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,CPER_005,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,CPER_006,CPER,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,CPER_007,CPER,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,CPER_008,CPER,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,CPER_009,CPER,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,CPER_010,CPER,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,CPER_011,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_012,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_013,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_014,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_015,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_016,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_017,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_018,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_019,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_020,CPER,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
,CPER_021,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_022,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_023,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_024,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_025,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_026,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_027,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_028,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_029,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_030,CPER,grasslandHerbaceous,distributed,basePlot,div
,CPER_004,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_005,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_009,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_011,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_014,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_015,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_016,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_018,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_029,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_036,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_042,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_043,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_044,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_075,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_076,CPER,grasslandHerbaceous,distributed,birdGrid,brd
,CPER_002,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_004,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_005,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_006,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_008,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_009,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_011,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_015,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_016,CPER,grasslandHerbaceous,distributed,mammalGrid,mam
,CPER_001,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_002,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_003,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_004,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_005,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_007,CPER,grasslandHerbaceous,distributed,tickPlot,tck
,CPER_045,CPER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,CPER_046,CPER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,CPER_047,CPER,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,CPER_048,CPER,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
,CPER_049,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_050,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_051,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_052,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_053,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_054,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_055,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_056,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_057,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_058,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_059,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_060,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_061,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_062,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_063,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_064,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_065,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_066,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_067,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_068,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_069,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_070,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_071,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_072,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_073,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_074,CPER,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,CPER_077,CPER,,tower,phenology,phe
,CPER_078,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_080,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_082,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_083,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_084,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_086,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_087,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_088,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_089,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,CPER_090,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
,SCBI_002,SCBI,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,SCBI_003,SCBI,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,SCBI_004,SCBI,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,SCBI_005,SCBI,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,SCBI_007,SCBI,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,SCBI_008,SCBI,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,SCBI_010,SCBI,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,SCBI_011,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_013,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_014,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_015,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_016,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_017,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_018,SCBI,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_019,SCBI,deciduousForest,distributed,basePlot,div
,SCBI_021,SCBI,deciduousForest,distributed,basePlot,div
,SCBI_022,SCBI,deciduousForest,distributed,basePlot,div
,SCBI_023,SCBI,deciduousForest,distributed,basePlot,div
,SCBI_006,SCBI,pastureHay,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,SCBI_012,SCBI,pastureHay,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,SCBI_033,SCBI,pastureHay,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,SCBI_034,SCBI,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_035,SCBI,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_037,SCBI,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
,SCBI_038,SCBI,pastureHay,distributed,basePlot,div
,SCBI_039,SCBI,pastureHay,distributed,basePlot,div
,SCBI_040,SCBI,pastureHay,distributed,basePlot,div
,SCBI_041,SCBI,pastureHay,distributed,basePlot,div
,SCBI_042,SCBI,pastureHay,distributed,basePlot,div
,SCBI_043,SCBI,pastureHay,distributed,basePlot,div
,SCBI_015,SCBI,deciduousForest,distributed,birdGrid,brd
,SCBI_017,SCBI,deciduousForest,distributed,birdGrid,brd
,SCBI_024,SCBI,deciduousForest,distributed,birdGrid,brd
,SCBI_001,SCBI,pastureHay,distributed,birdGrid,brd
,SCBI_006,SCBI,pastureHay,distributed,birdGrid,brd
,SCBI_034,SCBI,pastureHay,distributed,birdGrid,brd
,SCBI_036,SCBI,pastureHay,distributed,birdGrid,brd
,SCBI_002,SCBI,deciduousForest,distributed,mammalGrid,mam
,SCBI_003,SCBI,deciduousForest,distributed,mammalGrid,mam
,SCBI_004,SCBI,deciduousForest,distributed,mammalGrid,mam
,SCBI_008,SCBI,deciduousForest,distributed,mammalGrid,mam
,SCBI_035,SCBI,pastureHay,distributed,mammalGrid,mam
,SCBI_039,SCBI,pastureHay,distributed,mammalGrid,mam
,SCBI_009,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_020,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_028,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_029,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_030,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_031,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_032,SCBI,deciduousForest,distributed,mosquitoPoint,mpt|mos
,SCBI_025,SCBI,pastureHay,distributed,mosquitoPoint,mpt|mos
,SCBI_027,SCBI,pastureHay,distributed,mosquitoPoint,mpt|mos
,SCBI_002,SCBI,deciduousForest,distributed,tickPlot,tck
,SCBI_005,SCBI,deciduousForest,distributed,tickPlot,tck
,SCBI_007,SCBI,deciduousForest,distributed,tickPlot,tck
,SCBI_013,SCBI,deciduousForest,distributed,tickPlot,tck
,SCBI_006,SCBI,pastureHay,distributed,tickPlot,tck
,SCBI_039,SCBI,pastureHay,distributed,tickPlot,tck
,SCBI_045,SCBI,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,SCBI_046,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_047,SCBI,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,SCBI_048,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_049,SCBI,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
,SCBI_050,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_051,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_052,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_053,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_054,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_055,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_056,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_057,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_058,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_061,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_062,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_063,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_064,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_066,SCBI,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,SCBI_067,SCBI,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,SCBI_059,SCBI,,tower,phenology,phe
,SCBI_060,SCBI,,tower,phenology,phe
32,GUAN_001,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,GUAN_002,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,GUAN_003,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,GUAN_004,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
,GUAN_005,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,GUAN_006,GUAN,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
,GUAN_007,GUAN,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,GUAN_008,GUAN,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,GUAN_009,GUAN,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,GUAN_010,GUAN,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
,GUAN_011,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_012,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_013,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_014,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_015,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_016,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_017,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_018,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_019,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_020,GUAN,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
,GUAN_021,GUAN,evergreenForest,distributed,basePlot,div
,GUAN_022,GUAN,evergreenForest,distributed,basePlot,div
,GUAN_023,GUAN,evergreenForest,distributed,basePlot,div
,GUAN_024,GUAN,evergreenForest,distributed,basePlot,div
,GUAN_002,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_003,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_005,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_006,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_025,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_026,GUAN,evergreenForest,distributed,birdGrid,brd
288,GUAN_027,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_028,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_029,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_030,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_031,GUAN,evergreenForest,distributed,birdGrid,brd
,GUAN_002,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_003,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_004,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_005,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_007,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_025,GUAN,evergreenForest,distributed,mammalGrid,mam
,GUAN_032,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_033,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_034,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_035,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_036,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_037,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_038,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_039,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_040,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
,GUAN_041,GUAN,evergreenForest,distributed,mosquitoPoint,mos|mpt
32,GUAN_001,GUAN,evergreenForest,distributed,tickPlot,tck
,GUAN_002,GUAN,evergreenForest,distributed,tickPlot,tck
,GUAN_004,GUAN,evergreenForest,distributed,tickPlot,tck
,GUAN_042,GUAN,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,GUAN_043,GUAN,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,GUAN_044,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_045,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_046,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_047,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_048,GUAN,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
,GUAN_049,GUAN,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
,GUAN_050,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_051,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_052,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_053,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_054,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_055,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_056,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_057,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_058,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_059,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_060,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_061,GUAN,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
,GUAN_062,GUAN,,tower,phenology,phe
,GUAN_063,GUAN,,tower,phenology,phe
,DELA_014,DELA,EvergreenForest,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,DELA_001,DELA,WoodyWetlands,distributed,mammalGrid,mam
,DELA_001,DELA,WoodyWetlands,distributed,tickPlot,tck
,DELA_016,DELA,EvergreenForest,distributed,basePlot,brd|cdw|dhp|div|hbp|vst
,DELA_002,DELA,WoodyWetlands,distributed,mammalGrid,mam
,DELA_025,DELA,EvergreenForest,distributed,basePlot,div
,DELA_026,DELA,EvergreenForest,distributed,basePlot,brd|div
,DELA_027,DELA,EvergreenForest,distributed,basePlot,brd|div
,DELA_005,DELA,WoodyWetlands,distributed,tickPlot,tck
,DELA_028,DELA,EvergreenForest,distributed,basePlot,div
,DELA_029,DELA,EvergreenForest,distributed,basePlot,brd|div
,DELA_007,DELA,WoodyWetlands,distributed,mammalGrid,mam
,DELA_007,DELA,WoodyWetlands,distributed,tickPlot,tck
,DELA_030,DELA,EvergreenForest,distributed,basePlot,div
,DELA_008,DELA,WoodyWetlands,distributed,tickPlot,tck
,DELA_001,DELA,WoodyWetlands,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,DELA_002,DELA,WoodyWetlands,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,DELA_003,DELA,WoodyWetlands,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|sme|vst
,DELA_004,DELA,WoodyWetlands,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|vst
,DELA_005,DELA,WoodyWetlands,distributed,basePlot,bet|bgc|brd|cdw|dhp|div|hbp|vst
,DELA_006,DELA,WoodyWetlands,distributed,basePlot,bet|brd|cdw|dhp|div|hbp|vst
,DELA_014,DELA,EvergreenForest,distributed,tickPlot,tck
,DELA_007,DELA,WoodyWetlands,distributed,basePlot,bet|brd|cdw|dhp|div|hbp|vst
,DELA_008,DELA,WoodyWetlands,distributed,basePlot,bet|brd|cdw|dhp|div|hbp|vst
,DELA_016,DELA,EvergreenForest,distributed,tickPlot,tck
